OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,timezone,current_time,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m,daily_temperature_2m_max_7day_avg,daily_temperature_2m_min_7day_avg,daily_temperature_2m_mean_7day_avg,daily_apparent_temperature_max_7day_avg,daily_apparent_temperature_min_7day_avg,daily_precipitation_sum_7day_avg,daily_rain_sum_7day_avg,daily_snowfall_sum_7day_avg,daily_wind_speed_10m_max_7day_avg,daily_wind_gusts_10m_max_7day_avg,daily_sunshine_duration_7day_avg,daily_uv_index_max_7day_avg,daily_shortwave_radiation_sum_7day_avg,daily_precipitation_hours_7day_avg,daily_et0_fao_evapotranspiration_7day_avg,Cluster
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,America/New_York,2026-03-03T11:00,38.9,97,33.0,1,0.0,0.0,0.0,0.0,3,100,1020.0,972.0,11.9,175,28.8,58.199999999999996,41.57142857142857,50.614285714285714,53.24285714285714,35.285714285714285,6.545714285714285,5.674285714285714,0.0,24.642857142857142,53.628571428571426,22926.27142857143,2.6357142857142857,8.962857142857143,5.428571428571429,1.3757142857142857,1
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,49.7,80,47.6,1,0.0,0.0,0.0,0.0,0,1,1015.6,960.9,2.2,90,5.8,71.34285714285714,50.042857142857144,59.51428571428572,65.94285714285715,45.58571428571429,0.014285714285714287,0.0,0.0,25.599999999999998,30.02857142857143,36597.72285714286,5.6571428571428575,18.251428571428573,0.14285714285714285,4.102857142857142,0
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,America/New_York,2026-03-03T11:00,52.6,77,48.5,1,0.0,0.0,0.0,0.0,3,95,1030.0,1020.8,11.1,25,14.0,77.32857142857142,56.65714285714286,66.12857142857142,77.74285714285715,56.08571428571429,0.4714285714285714,0.0,0.0,15.071428571428571,33.84285714285714,34828.31857142857,5.985714285714286,17.415714285714284,1.8571428571428572,3.5342857142857147,2
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,America/New_York,2026-03-03T11:00,64.9,57,60.5,1,0.0,0.0,0.0,0.0,2,65,1024.2,990.0,15.9,218,27.0,75.25714285714285,53.17142857142857,63.04285714285714,73.32857142857142,52.44285714285714,1.2142857142857142,0.41428571428571426,0.0,22.442857142857143,35.471428571428575,35345.48142857143,5.264285714285714,16.38714285714286,2.857142857142857,3.1485714285714286,2
119,McLaughlin Air National Guard Base,,38.37305555555555,-81.59305555555555,act,xlsx,,America/New_York,2026-03-03T11:00,57.2,72,54.9,1,0.0,0.0,0.0,0.0,3,100,1023.4,989.3,6.9,186,25.6,68.31428571428572,52.25714285714286,59.714285714285715,67.38571428571429,50.55714285714286,5.942857142857143,3.8999999999999995,0.0,16.12857142857143,39.74285714285714,26450.42714285714,3.9714285714285715,11.347142857142858,7.428571428571429,2.047142857142857,1
120,Memphis Air National Guard Base,,35.0425,-89.97666666666667,act,xlsx,,America/Chicago,2026-03-03T10:00,66.1,80,63.2,1,0.0,0.0,0.0,0.0,2,77,1020.0,1009.6,23.4,191,41.0,76.7,62.42857142857143,68.51428571428572,75.98571428571428,62.300000000000004,2.5885714285714285,0.4714285714285714,0.0,20.87142857142857,48.971428571428575,27530.87142857143,4.114285714285715,12.37857142857143,4.857142857142857,2.7857142857142856,2
121,Minneapolis-Saint Paul Joint Air Reserve Station,,44.88166666666667,-93.23361111111112,act,xlsx,,America/Chicago,2026-03-03T10:00,40.2,86,35.2,1,0.0,0.0,0.0,0.0,3,100,1018.9,987.8,7.0,192,14.0,55.800000000000004,37.17142857142857,44.357142857142854,49.5,29.942857142857143,0.5142857142857143,0.38571428571428573,0.0,22.914285714285715,51.92857142857143,26286.45857142857,3.2857142857142856,10.071428571428571,1.4285714285714286,1.6885714285714286,1
122,Moffett Federal Airfield,,37.415,-122.04833333333332,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,55.3,93,55.1,1,0.0,0.0,0.0,0.0,3,100,1020.2,1019.8,4.7,122,10.4,67.21428571428571,49.1,57.228571428571435,62.74285714285714,44.58571428571429,0.0,0.0,0.0,18.599999999999998,33.8,36123.07428571428,5.607142857142857,18.84714285714286,0.0,3.2914285714285714,0
123,Montgomery Air National Guard Base,,32.30444444444444,-86.40027777777779,act,xlsx,,America/Chicago,2026-03-03T10:00,64.2,81,61.6,1,0.0,0.0,0.0,0.0,3,100,1024.8,1017.7,20.2,121,31.7,81.0,60.15714285714286,69.2,81.54285714285713,60.58571428571429,1.0714285714285714,0.0,0.0,17.485714285714288,33.385714285714286,30842.244285714285,6.107142857142857,15.977142857142857,2.0,3.4585714285714286,2
124,Morris Air National Guard Base,,32.11527777777778,-110.93055555555556,act,xlsx,,America/Phoenix,2026-03-03T09:00,68.9,19,62.1,1,0.0,0.0,0.0,0.0,0,0,1012.6,923.8,7.6,161,9.0,78.95714285714287,56.228571428571435,66.92857142857143,71.74285714285715,48.800000000000004,0.0,0.0,0.0,28.67142857142857,38.07142857142857,38637.92285714286,6.721428571428571,21.89428571428571,0.0,6.372857142857143,0
125,New Castle Air National Guard Base,,39.68527777777778,-75.59916666666666,act,xlsx,,America/New_York,2026-03-03T11:00,35.9,97,31.4,1,0.0,0.0,0.0,0.0,3,100,1031.6,1029.3,4.8,27,11.5,61.042857142857144,42.714285714285715,51.15714285714286,59.67142857142858,37.714285714285715,3.384285714285714,2.212857142857143,0.01,15.328571428571427,43.41428571428571,22522.88857142857,3.6785714285714284,9.821428571428571,6.571428571428571,1.6014285714285716,1
126,New London Air National Guard Base,,35.41833333333333,-10.335555555555556,act,xlsx,,Etc/GMT+1,2026-03-03T15:00,57.7,78,50.9,1,0.0,0.0,0.0,0.0,3,100,1007.6,1007.6,27.0,93,45.0,59.228571428571435,56.457142857142856,57.91428571428571,54.92857142857143,46.91428571428571,1.5285714285714285,0.4714285714285714,0.0,37.32857142857143,53.385714285714286,29274.778571428567,4.607142857142857,13.735714285714284,5.285714285714286,2.7157142857142853,2
127,Naval Air Station Joint Reserve Base New Orleans,,29.82527777777777,-90.035,act,xlsx,,America/Chicago,2026-03-03T10:00,76.2,70,78.9,1,0.0,0.0,0.0,0.0,0,9,1021.7,1021.9,16.1,132,20.9,83.37142857142858,65.2,73.02857142857144,84.35714285714286,68.41428571428571,1.3857142857142857,0.0,0.0,19.785714285714285,30.5,36579.69571428571,6.1499999999999995,17.47142857142857,1.4285714285714286,3.835714285714286,2
128,Niagara Falls Air Reserve Station,,43.11333333333334,-78.9475,act,xlsx,,America/New_York,2026-03-03T11:00,37.6,78,32.4,1,0.0,0.0,0.0,0.0,3,100,1023.4,1000.3,4.9,54,5.4,48.41428571428571,33.02857142857143,40.357142857142854,42.31428571428571,25.25714285714286,3.011428571428571,2.4828571428571427,0.02,22.400000000000002,47.357142857142854,25170.417142857146,3.164285714285714,9.947142857142856,4.428571428571429,1.3285714285714287,1
129,North Highlands Air National Guard Station,,38.64,-121.4025,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,46.5,98,45.2,1,0.0,0.0,0.0,0.0,3,89,1020.1,1017.7,1.0,315,6.8,67.51428571428572,45.74285714285714,55.471428571428575,63.357142857142854,39.65714285714286,0.0,0.0,0.0,19.728571428571428,34.871428571428574,36963.067142857144,5.3999999999999995,18.898571428571426,0.0,3.447142857142857,0
130,North Smithfield Air National Guard Station,,41.97027777777778,-71.57555555555555,act,xlsx,,America/New_York,2026-03-03T11:00,29.0,64,21.0,1,0.0,0.0,0.0,0.0,2,52,1035.0,1016.1,9.6,167,23.4,44.714285714285715,31.114285714285717,37.542857142857144,40.028571428571425,24.74285714285714,5.808571428571428,5.408571428571428,0.19,15.142857142857142,45.92857142857143,18846.384285714284,2.9,9.758571428571429,6.571428571428571,1.127142857142857,1
131,Otis Air National Guard Base,,41.65861111111111,-70.5213888888889,act,xlsx,,America/New_York,2026-03-03T11:00,33.1,72,24.7,1,0.0,0.0,0.0,0.0,2,70,1036.3,1031.8,14.1,161,23.4,44.67142857142857,30.657142857142862,38.05714285714286,39.471428571428575,24.02857142857143,6.175714285714286,5.875714285714286,0.13999999999999999,20.0,51.2,20511.105714285713,3.1785714285714284,9.675714285714287,7.0,1.092857142857143,1
132,Pease Air National Guard Base,,43.07805555555556,-70.82333333333332,act,xlsx,,America/New_York,2026-03-03T11:00,34.9,33,24.6,1,0.0,0.0,0.0,0.0,3,100,1035.3,1032.3,18.0,200,30.6,45.0,29.900000000000002,36.785714285714285,37.885714285714286,22.428571428571427,7.0,5.042857142857143,1.3599999999999999,20.857142857142858,48.22857142857142,20600.092857142856,3.15,10.185714285714285,8.714285714285714,1.1357142857142857,1
133,Peoria Air National Guard Base,,40.660555555555554,-89.69555555555556,act,xlsx,,America/Chicago,2026-03-03T10:00,39.8,95,35.1,1,0.0,0.0,0.0,0.0,3,100,1018.2,994.3,7.5,145,16.2,61.57142857142857,42.699999999999996,52.371428571428574,56.48571428571428,37.5,2.6642857142857146,1.1357142857142857,0.0,25.400000000000002,46.42857142857143,24191.190000000002,3.557142857142857,11.202857142857143,2.7142857142857144,2.1614285714285715,1
134,Peterson Space Force Base,,38.82361111111111,-104.695,act,xlsx,,America/Denver,2026-03-03T09:00,47.7,53,36.4,1,0.0,0.0,0.0,0.0,0,0,1012.3,808.6,28.1,359,39.2,56.685714285714276,35.34285714285714,45.385714285714286,48.314285714285724,25.97142857142857,1.7,1.5142857142857145,0.12000000000000001,23.32857142857143,29.61428571428571,34185.05285714286,5.9071428571428575,18.212857142857143,1.7142857142857142,3.391428571428572,0
135,Pittsburgh International Airport Air Reserve Station,,40.49444444444445,-50.336666666666666,act,xlsx,,Etc/GMT+3,2026-03-03T13:00,40.8,69,28.7,1,0.0,0.0,0.0,0.0,2,75,1038.2,1038.2,31.2,326,42.1,55.957142857142856,46.300000000000004,51.44285714285714,46.5,36.01428571428571,3.1142857142857143,0.9142857142857144,0.0,46.34285714285714,65.05714285714285,20205.351428571426,4.2214285714285715,9.441428571428572,4.428571428571429,1.7985714285714285,1
136,Portland Air National Guard Base,,45.58222222222223,-122.58972222222222,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,49.0,94,47.7,1,0.0,0.0,0.0,0.0,3,100,1019.5,1019.0,2.1,121,13.3,52.4,44.285714285714285,48.214285714285715,48.885714285714286,40.74285714285714,2.0685714285714285,1.8285714285714287,0.0,11.785714285714286,27.314285714285713,12940.788571428571,2.107142857142857,6.33,3.2857142857142856,0.9985714285714286,1
137,Quonset Point Air National Guard Station,,41.59722222222222,-71.41222222222223,act,xlsx,,America/New_York,2026-03-03T11:00,33.6,73,27.4,1,0.0,0.0,0.0,0.0,1,47,1035.5,1035.2,9.1,146,18.7,44.971428571428575,33.05714285714286,39.028571428571425,40.25714285714286,26.87142857142857,5.160000000000001,4.76,0.13,16.599999999999998,44.07142857142857,19328.524285714288,3.1714285714285713,9.421428571428573,7.142857142857143,1.0742857142857143,1
138,Reno Air National Guard Base,,39.49916666666667,-119.76805555555556,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,36.2,71,31.4,1,0.0,0.0,0.0,0.0,0,0,1019.8,865.9,1.6,333,2.2,55.142857142857146,35.84285714285714,45.199999999999996,47.48571428571428,29.185714285714287,0.0,0.0,0.0,17.714285714285715,26.957142857142856,36134.82,5.578571428571428,18.71,0.0,2.9814285714285718,0
139,Rickenbacker Air National Guard Base,,39.81361111111111,-82.94666666666667,act,xlsx,,America/New_York,2026-03-03T11:00,44.9,92,40.7,1,0.0,0.0,0.0,0.0,3,100,1020.5,992.8,9.0,182,27.7,62.371428571428574,47.142857142857146,54.82857142857143,58.614285714285714,43.142857142857146,6.367142857142857,5.102857142857142,0.0,23.37142857142857,45.5,21917.608571428573,3.2285714285714286,8.31,8.0,1.5014285714285713,1
140,Roland R. Wright Air National Guard Base,,40.78833333333333,-111.97777777777776,act,xlsx,,America/Denver,2026-03-03T09:00,42.3,85,38.5,1,0.0,0.0,0.0,0.0,3,100,1023.0,875.9,3.8,221,7.9,49.75714285714286,34.04285714285714,41.24285714285714,45.41428571428571,27.157142857142855,3.4214285714285713,1.5714285714285714,1.094285714285714,16.5,23.24285714285714,34425.71857142857,4.864285714285714,15.775714285714287,5.285714285714286,2.1714285714285713,1
141,Rosecrans Air National Guard Base,,39.77194444444444,-94.90944444444445,act,xlsx,,America/Chicago,2026-03-03T10:00,40.0,94,35.3,1,0.0,0.0,0.0,0.0,3,100,1015.6,985.4,7.6,82,16.9,61.15714285714286,44.32857142857143,52.785714285714285,54.98571428571428,37.91428571428571,1.8,0.37142857142857144,0.0,23.52857142857143,48.07142857142857,24243.608571428573,3.8714285714285714,12.12142857142857,2.4285714285714284,2.491428571428571,1
142,San Diego Air National Guard Station,,32.83611111111112,-117.16055555555556,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,56.4,86,56.7,1,0.0,0.0,0.0,0.0,0,16,1016.3,1000.1,1.5,166,6.8,69.27142857142857,54.114285714285714,60.08571428571429,65.88571428571429,50.728571428571435,0.042857142857142864,0.042857142857142864,0.0,18.842857142857145,24.27142857142857,34013.444285714286,5.735714285714286,17.245714285714286,0.42857142857142855,3.337142857142857,0
143,Savannah Air National Guard Base,,32.1275,-81.20194444444445,act,xlsx,,America/New_York,2026-03-03T11:00,61.1,82,60.1,1,0.0,0.0,0.0,0.0,3,100,1027.8,1026.3,10.7,45,18.0,80.41428571428571,59.457142857142856,67.72857142857143,82.14285714285714,60.542857142857144,0.12857142857142856,0.0,0.0,16.257142857142856,33.528571428571425,35029.625714285714,6.3428571428571425,18.294285714285714,1.1428571428571428,3.662857142857143,2
144,Schriever Space Force Base,,38.80333333333333,-104.52555555555556,act,xlsx,,America/Denver,2026-03-03T09:00,46.8,52,34.0,1,0.0,0.0,0.0,0.0,0,0,1012.0,806.3,33.1,12,42.8,56.114285714285714,34.25714285714286,44.699999999999996,47.642857142857146,25.042857142857144,2.0571428571428574,1.74,0.21285714285714286,25.914285714285715,39.042857142857144,35755.91428571429,5.957142857142857,18.194285714285716,1.8571428571428572,3.335714285714286,0
145,Selfridge Air National Guard Base,,42.60833333333333,-82.83555555555554,act,xlsx,,America/Detroit,2026-03-03T11:00,35.0,72,28.7,1,0.0,0.0,0.0,0.0,3,100,1022.0,999.9,6.5,84,16.9,51.385714285714286,33.05714285714286,42.228571428571435,45.75714285714286,26.214285714285715,3.4714285714285715,2.8285714285714287,0.0,21.599999999999998,41.857142857142854,20435.5,2.9785714285714286,8.928571428571429,3.7142857142857144,1.4385714285714286,1
146,Sepulveda Air National Guard Station,,34.18583333333333,-5.974444444444445,act,xlsx,,Africa/Casablanca,2026-03-03T16:00,52.1,87,48.5,1,0.7,0.6,0.1,0.0,63,100,1009.4,1003.8,11.8,243,25.2,62.199999999999996,45.699999999999996,53.885714285714286,59.98571428571428,42.55714285714286,3.5571428571428574,1.9142857142857144,0.0,16.414285714285715,31.985714285714288,29695.735714285718,3.642857142857143,13.934285714285712,4.571428571428571,2.1514285714285717,1
147,Shepherd Field Air National Guard Base,,39.401944444444446,-77.98444444444445,act,xlsx,,America/New_York,2026-03-03T11:00,35.4,98,27.7,1,0.0,0.0,0.0,0.0,3,100,1029.0,1008.4,16.6,139,30.6,64.64285714285714,45.94285714285714,54.67142857142857,63.199999999999996,41.91428571428571,3.0500000000000003,1.2642857142857142,0.06999999999999999,19.87142857142857,37.41428571428571,23432.764285714286,3.692857142857143,10.522857142857143,7.571428571428571,1.7485714285714287,1
148,Sioux City Air National Guard Base,,42.39833333333333,-96.37194444444444,act,xlsx,,America/Chicago,2026-03-03T10:00,41.2,88,36.0,1,0.0,0.0,0.0,0.0,3,100,1016.4,975.8,9.2,169,10.4,62.942857142857136,40.542857142857144,51.81428571428571,55.442857142857136,31.02857142857143,0.9,0.04285714285714286,0.0,26.900000000000002,51.48571428571428,26710.947142857138,4.8500000000000005,13.937142857142858,1.5714285714285714,3.317142857142857,1
149,South Portland Air National Guard Station,,43.63333333333333,-10.171666666666669,act,xlsx,,Etc/GMT+1,2026-03-03T15:00,55.8,91,53.7,1,0.0,0.0,0.0,0.0,0,0,1017.1,1017.1,12.1,23,16.9,54.785714285714285,52.51428571428572,53.68571428571429,48.81428571428571,42.357142857142854,3.6857142857142855,2.2285714285714286,0.0,39.41428571428571,56.05714285714286,26176.028571428575,3.9,11.155714285714286,6.0,2.0542857142857143,1
150,Springfield Air National Guard Base,,39.84027777777778,-83.84027777777777,act,xlsx,,America/New_York,2026-03-03T11:00,47.6,85,41.6,1,0.0,0.0,0.0,0.0,3,100,1019.9,981.6,16.7,199,37.1,61.08571428571429,45.98571428571428,53.6,56.199999999999996,41.05714285714286,6.35,5.335714285714286,0.0,26.185714285714287,51.31428571428571,18854.06,2.857142857142857,7.6000000000000005,8.0,1.364285714285714,1
151,Stewart Air National Guard Base,,41.50416666666667,-74.10472222222222,act,xlsx,,America/New_York,2026-03-03T11:00,30.7,89,23.6,1,0.1,0.0,0.0,0.07,73,100,1032.2,1014.3,10.2,132,25.9,45.34285714285714,32.57142857142857,38.65714285714286,41.528571428571425,26.785714285714285,4.378571428571428,3.707142857142857,0.29,11.442857142857145,25.82857142857143,16022.625714285716,2.4714285714285715,8.582857142857142,6.428571428571429,1.102857142857143,1
152,Stratton Air National Guard Base,,42.8525,-73.9225,act,xlsx,,America/New_York,2026-03-03T11:00,30.4,61,22.3,1,0.0,0.0,0.0,0.0,3,100,1031.1,1017.5,9.9,136,20.2,45.042857142857144,28.342857142857145,36.07142857142857,39.92857142857143,21.25714285714286,6.507142857142857,5.607142857142857,0.51,15.785714285714286,38.51428571428572,17113.584285714285,2.7785714285714285,8.785714285714286,7.571428571428571,1.0742857142857143,1
153,Sumpter Smith Air National Guard Base,,33.56388888888888,-86.75222222222222,act,xlsx,,America/Chicago,2026-03-03T10:00,62.6,78,58.7,1,0.0,0.0,0.0,0.0,2,61,1023.5,1001.6,21.7,140,38.5,77.82857142857142,60.785714285714285,68.4,77.64285714285714,60.81428571428571,3.385714285714286,2.528571428571429,0.0,16.32857142857143,34.1,34160.58571428571,5.735714285714286,15.691428571428572,4.714285714285714,3.3442857142857143,2
154,Toledo Air National Guard Base,,41.586666666666666,-6.3966666666666665,act,xlsx,,Europe/Lisbon,2026-03-03T16:00,60.5,47,53.0,1,0.0,0.0,0.0,0.0,1,19,1014.3,929.5,19.2,73,36.7,54.471428571428575,41.614285714285714,47.25714285714286,49.714285714285715,36.471428571428575,4.5928571428571425,3.6499999999999995,0.0,16.95714285714286,32.614285714285714,23399.812857142857,4.342857142857143,10.864285714285714,8.714285714285714,1.6414285714285715,1
155,Truax Field Air National Guard Base,,43.13972222222222,-89.33749999999999,act,xlsx,,America/Chicago,2026-03-03T10:00,39.6,73,33.6,1,0.0,0.0,0.0,0.0,3,100,1019.6,987.6,8.3,180,14.0,56.785714285714285,36.871428571428574,45.714285714285715,49.885714285714286,30.342857142857138,2.442857142857143,2.0428571428571427,0.0,26.62857142857143,50.75714285714286,26632.66714285714,3.4857142857142853,11.52,2.7142857142857144,1.9214285714285713,1
156,Tulsa Air National Guard Base,,36.19833333333333,-95.88805555555555,act,xlsx,,America/Chicago,2026-03-03T10:00,68.8,79,66.6,1,0.0,0.0,0.0,0.0,3,90,1012.1,989.9,24.3,188,51.1,71.57142857142857,53.24285714285714,62.642857142857146,69.61428571428571,48.628571428571426,2.5885714285714285,1.6285714285714286,0.0,26.87142857142857,53.42857142857143,25066.33285714286,3.9285714285714284,12.03,2.2857142857142856,2.86,2
157,Volk Field Air National Guard Base,,43.936388888888885,-90.25972222222222,act,xlsx,,America/Chicago,2026-03-03T10:00,41.2,68,36.5,1,0.0,0.0,0.0,0.0,1,20,1019.6,985.9,3.1,144,7.2,57.114285714285714,36.214285714285715,44.728571428571435,50.48571428571428,28.314285714285713,0.9857142857142858,0.7142857142857143,0.0,24.685714285714287,52.15714285714286,28440.68857142857,3.0285714285714285,11.104285714285714,1.5714285714285714,1.9414285714285715,1
158,Volunteer Air National Guard Station,,35.07333333333334,-92.41916666666668,act,xlsx,,America/Chicago,2026-03-03T10:00,59.7,82,57.9,1,0.0,0.0,0.0,0.0,3,100,1018.4,1006.5,12.0,196,31.7,75.25714285714285,58.1,65.62857142857142,76.82857142857142,57.91428571428571,8.309999999999999,3.7714285714285714,0.0,16.97142857142857,42.642857142857146,24533.907142857144,4.121428571428572,10.168571428571429,5.0,2.1,2
159,Warfield Air National Guard Base,,39.32555555555556,-39.27333333333333,act,xlsx,,Etc/GMT+3,2026-03-03T13:00,55.7,74,46.5,1,0.1,0.1,0.0,0.0,61,100,1028.1,1028.1,32.6,354,46.4,59.31428571428571,52.98571428571428,56.25714285714286,51.17142857142857,41.9,2.9714285714285715,1.7714285714285716,0.0,41.6,58.114285714285714,28390.22,3.7214285714285715,12.421428571428573,3.0,2.948571428571429,1
160,Westover Air Reserve Base,,42.193888888888885,-72.53472222222221,act,xlsx,,America/New_York,2026-03-03T11:00,27.8,69,21.2,1,0.0,0.0,0.0,0.0,3,100,1033.8,1024.6,4.4,171,16.9,44.114285714285714,28.428571428571427,36.31428571428571,39.9,22.714285714285715,6.164285714285714,5.292857142857143,0.5199999999999999,11.828571428571427,32.51428571428571,15750.63142857143,2.8000000000000003,9.14857142857143,7.0,1.1014285714285714,1
161,Will Rogers Air National Guard Base,,35.39305555555556,-97.60083333333333,act,xlsx,,America/Chicago,2026-03-03T10:00,69.9,59,61.1,1,0.0,0.0,0.0,0.0,0,8,1010.1,965.5,39.5,193,60.1,71.64285714285714,52.1,61.57142857142857,68.14285714285714,46.228571428571435,2.05,0.9071428571428571,0.0,34.15714285714286,57.44285714285714,26128.46,5.142857142857143,13.371428571428572,1.8571428571428572,3.334285714285714,2
162,Wyoming Air National Guard Base,,41.16138888888889,-104.81944444444444,act,xlsx,,America/Denver,2026-03-03T09:00,38.5,94,31.2,1,0.0,0.0,0.0,0.0,3,100,1017.5,811.6,16.6,360,26.3,51.18571428571429,32.24285714285714,40.871428571428574,41.05714285714286,20.099999999999998,2.042857142857143,1.3142857142857143,0.5,35.357142857142854,60.228571428571435,31188.217142857142,4.928571428571429,15.617142857142856,2.4285714285714284,3.0714285714285716,1
163,Youngstown Air Reserve Station,,41.26055555555556,-65.34444444444443,act,xlsx,,Etc/GMT+4,2026-03-03T12:00,36.1,69,26.0,1,0.0,0.0,0.0,0.0,2,58,1038.7,1038.7,21.3,154,26.6,48.857142857142854,38.65714285714286,43.885714285714286,40.385714285714286,29.485714285714288,6.621428571428572,6.5928571428571425,0.0,41.67142857142857,59.39999999999999,20195.92142857143,3.3642857142857143,8.734285714285715,6.571428571428571,1.0185714285714285,1
164,Zanesville Air National Guard Base,,39.94638888888888,-7.364722222222221,act,xlsx,,Europe/Lisbon,2026-03-03T16:00,64.5,51,58.2,1,0.0,0.0,0.0,0.0,1,37,1012.6,972.7,19.9,86,40.0,57.25714285714286,44.94285714285714,50.785714285714285,53.357142857142854,40.642857142857146,1.1714285714285713,0.7714285714285715,0.0,15.842857142857143,33.114285714285714,19501.032857142858,4.0285714285714285,10.592857142857143,4.142857142857143,1.7142857142857142,1
165,Guantanamo Bay Naval Base,,19.9,-75.15,act,xlsx,,America/New_York,2026-03-03T11:00,85.7,56,90.7,1,0.0,0.0,0.0,0.0,1,37,1016.3,1012.3,16.2,90,25.9,88.32857142857142,69.38571428571429,78.37142857142858,89.92857142857143,74.77142857142857,0.08571428571428572,0.0,0.0,27.114285714285717,45.042857142857144,38797.70857142857,7.821428571428571,21.78,0.8571428571428571,5.114285714285714,2
166,Hato International Airport,,12.18888888888889,-68.95972222222223,act,xlsx,,America/Curacao,2026-03-03T12:00,81.7,72,82.9,1,0.0,0.0,0.0,0.0,2,45,1012.0,1011.2,38.8,107,53.6,81.45714285714287,79.10000000000001,80.11428571428571,83.62857142857142,80.25714285714287,0.9142857142857144,0.0,0.0,34.714285714285715,46.65714285714286,38440.13285714285,8.514285714285714,21.697142857142858,6.428571428571429,5.032857142857142,2
167,Muñiz Air National Guard Base,,18.439444444444444,-66.00194444444445,act,xlsx,,America/Puerto_Rico,2026-03-03T12:00,86.6,49,87.4,1,0.0,0.0,0.0,0.0,2,76,1017.5,1017.4,25.2,100,48.2,85.8,72.5,77.82857142857142,87.45714285714287,78.2,0.34285714285714286,0.0,0.0,24.771428571428572,50.142857142857146,39350.92428571428,8.207142857142857,19.714285714285715,2.857142857142857,4.507142857142857,2
168,Punta Borinquen Radar Station,,18.485,-67.14888888888889,act,xlsx,,America/Puerto_Rico,2026-03-03T12:00,87.7,45,91.6,1,0.0,0.0,0.0,0.0,2,61,1016.5,1007.8,13.7,90,20.9,84.37142857142858,74.65714285714286,78.39999999999999,86.38571428571429,77.32857142857142,3.9714285714285715,0.0,0.0,28.157142857142855,44.471428571428575,38432.91142857143,7.335714285714286,19.267142857142858,5.285714285714286,4.635714285714286,2
169,Punta Salinas Air National Guard Station,,18.375,-66.26166666666667,act,xlsx,,America/Puerto_Rico,2026-03-03T12:00,83.3,47,82.8,1,0.0,0.0,0.0,0.0,2,75,1017.5,1004.0,23.7,100,51.8,82.35714285714286,68.55714285714285,73.98571428571428,82.44285714285715,72.51428571428572,0.3857142857142857,0.0,0.0,23.47142857142857,54.0,38686.021428571425,8.15,18.641428571428573,2.2857142857142856,4.085714285714286,2
170,Queen Beatrix International Airport,,12.501388888888888,-70.01527777777778,act,xlsx,,America/Aruba,2026-03-03T12:00,81.1,76,82.8,1,0.0,0.0,0.0,0.0,2,46,1011.6,1010.7,39.0,104,52.6,80.68571428571428,79.07142857142857,79.87142857142858,83.22857142857143,79.22857142857143,0.3,0.0,0.0,37.15714285714286,50.24285714285714,38839.659999999996,8.564285714285715,22.864285714285717,2.5714285714285716,5.072857142857143,2
171,Soto Cano Air Base,,14.3825,-87.6211111111111,act,xlsx,,America/Tegucigalpa,2026-03-03T10:00,74.4,60,76.0,1,0.0,0.0,0.0,0.0,1,33,1016.8,946.7,15.4,344,36.0,83.32857142857142,64.51428571428572,72.48571428571428,85.17142857142858,67.15714285714286,3.6571428571428575,0.014285714285714287,0.0,13.657142857142857,31.028571428571432,39300.380000000005,8.67142857142857,22.172857142857143,4.0,4.567142857142857,2
172,St Croix Air National Guard Station,,17.706666666666667,-3.08,act,xlsx,,Africa/Bamako,2026-03-03T16:00,87.0,20,83.4,1,0.0,0.0,0.0,0.0,3,100,1010.3,979.7,5.4,86,10.1,92.35714285714286,73.64285714285714,82.47142857142856,86.25714285714285,67.55714285714285,0.042857142857142864,0.0,0.0,18.414285714285715,29.0,33638.73428571429,6.9071428571428575,20.374285714285715,0.42857142857142855,7.388571428571429,2
173,Ämari Air Base,,59.26222222222222,24.21861111111111,act,xlsx,,Europe/Tallinn,2026-03-03T18:00,35.5,97,26.9,0,0.0,0.0,0.0,0.0,3,100,1014.8,1012.3,19.8,196,44.3,42.94285714285714,30.014285714285712,35.2,35.41428571428572,23.385714285714283,0.15714285714285717,0.15714285714285717,0.0,16.2,37.44285714285714,29106.437142857143,2.107142857142857,8.18142857142857,0.7142857142857143,0.8642857142857142,1
